pdf_name,page_no,akkadian_text,translation,confidence,status
PRU III combined.pdf,351,"royale se relàche, la fonction devient I'accessoire du fief, une charge dont le tenancier cherche à se libérer
ou, au moins, à atténuer le poids, en substituant au service personnel des redevances ou des corvées
exécutées par des remplaçants. En méme temps, le caractère patrimonial s'étend aux emplois supérieurs de
ladministration, faisantéchec à Fexercice direct de lautorité royale sur ses agents inférieurs. Les services
rendus par ceux-ci, plus ou moins transformés en prestations de caractère économique, sont perçus à titre
de revenu par les agents supérieurs qui n'en rendent plus compte au trésor royal. Ces phénomènes que I'on
constate à Ugarit ne sont pas exceptionnels et correspondent à une évolution juridique qui semble avoir",LE STATUT DES PERSONNES ET LE DROIT DE LA FAMILLE,0.9000,OK
astour1995.PDF,5,"conune Karzhil dans les mémes parages ""2.
de I'lndus dont on a trouve un bon nonbre en Suner et Akkad.
33. Albright 1943 : 42 n. 33.","dedouble sur le sceau de Sar-kali-Sarri est un bufle apprivnise.
Ciebel 'Abd el-'Aziz est celle de Stol 1979 : 25.Mi.
Safar 1951 : 111: 41.45.",0.9000,OK
astour1995.PDF,5,"toponyne dans Tincantation qu'on puisse attribuer aux pussessions d'Ougarit. Qrzbl. s'est couservé
Quant au deuxième texie pertinent, il s'agit d'un épisode du poèine mytlologique 1I AB clont la seule
partie qui compte pour notre sujet est la comparaisun de quelque pièce d'art appliquée à hiwi Yuan (bh
rumm Irbbt, i le pays de Yman où il y a sles bueufs sauvages par invriadles >. Bien qu'Albriglt tratluisit
"" wild oxen "", il levait penser à des buffles quand il prit leur présence en nuasse en Yuon comme
argument pour identifier cei endroit avec a le Gab, une large région marecageuse sur le nuoyen
Oronte s "". Certains traducieurs de la litterature ougaritique sont allés plus loin slans cette diectivo et
écrivirent a buffles n en toutes lettres. Mais cela repose sur un maleniendu : I'aninial appele ruri en
ougaritique. rein en hebreu el rimu en akkadien (idéogramme AM), nest pas le buffle (Bubalus habalus).
qui a constamment besnin de Teau pmr s'y treuper et se rouler dans la boue, mais Iaurocis ( Bos
primigeuins). qui n'a besvin d'ean que pour boire 4. Il n'y a janais eu de bulles sauvages en Asie
antérieure et en Afrique dhu Nud : et quapt aux lnffles apprivoisés, ils n'y sont apparns qu'à partir du Vil
siècle apr. J.-C. "". 11 est vrai que le butfle est représenté sur le sceau de Sar-kali-Sairi el spr un sceau.
égaleinent de Tépoque sargouique, de Mari "". Mais à cette époque. il y avait eucore des relatiens
maritines directes entre la Mésupotamie du Sud et la civilisatiop du bassin de Ilmlus, oft Fitgge du
buffle était extremement populaire dans la glyptique el la sculpture. Peut-èire Iin buflle hul-il iujesté de là
comme un animal exotique, ou bien les lapicides inésopotanieus imitaient-ils tes reuvies d'art do essin
Au contraire, la présence de Iaunchs en Mésopotaunie du Nord et en Syrie est atteslée du X Xitz"" au
IXe siècle av. J.-C. Un texte, cité dans CAD, fi,1 : 55, fait allpsion aux - curnes d'un aurvels de la
montagne > (rimi KUR-e). Naram-Sin tua vn ajpuchs dans la nonjagne de Dibar, Tactuei Gebel ' Aad e!.
'Aziz., un inassif jadis boise au milieu de la steppe nord-nuésopotapienne "". Tiglajh-phalasar I tua des
aurochs dans le (ci-devant) pays de Mitauni. près d'Araziqu sur la vive sycienne de I'Euplvate, et au pied du
Liban.""8. Assurnasirpal I1 lua et saisit plusieurs aurochs sui la rive slroite de I'Euphrale près dhy mont
Bisaru 1Gebel Bisri), et Salmanazar Ill en abatit snixapte-trnis et en saisit quatre à Zugarri sur I'Euplcate
syrieu 3. Un passage dhu poène d'Aqbat (l1 D) V1 : 21-24) semble assucie1 les rumm avec le 1.iban. On
voit donc que I'babitat de ces grands aninaux dans le Proche-Qrient asiatique consistait en moqtagnes, en
forèts et en steppes, inais aucunement en marecages 4"". Si I'om ine dlevyandait d'émettre une cunjecture sur
la situation de Ymau, en tenant cudnpte de sop apparteuance au rnyadmue d'Ougaril et le son róle de reluge
32. La carte Qerdäha 1/5um moulte vleux villages à D.5 kuj Top de Taure… Karzbil. ei Qanmñas
Karzbil -, yloni le deuxièofe esi ante dans Ggz. Srr. cnmme Qsmp' Kaizbll, 35"" 28' N. 36r"" Oey E. Lr dhouuble
village se trouive à 7 km puesque exactemeip a noid d"" Atanle. I1 esi possible ipje Zb1. FR1/ 11 84 : 13 ulaus utle
liste de localites, surtout sdes gi. qui fodrnissaient du vint, snit le mente nom sans relenjent qr - munaille -
34. Sur les bovidés slaus la liuetafue el Tari dle la Mésopolamie voit M. Ellis J9s9: su la question des",M. ASTOUR,0.4622,OK
astour1995.PDF,5,"15. D'après Zeuner 1963 : 25p-251, les bafles nnt 6ié inttodnits, d'abord eu Irak, au copmeycement de",TOMNGRAPHIE DU ROYAPME,0.4622,OK
astour1995.PDF,5,"'éuoque islainque: d'apres Boebnjer 1975: 13.14.  peu plys tàs, vers la fin de 'epoque sassanide","buffles dans le Procbe-Oiient, Zeunet 1963 : 249.251 : Bvelunes 1975.",0.4622,OK
Michel_2009_Bottero.pdf,5,"« Dis-moi ce que tu bois… » 201
L’eau, mû, représente la boisson par défaut des anciens Mésospotamiens, « la nourriture et la boisson » étant souvent exprimées en akkadien par akalum u mû, « pain et eau »20. Boisson naturelle, l’eau ne fait pas l’objet d’un traitement particulier ni n’est l’objet d’un négoce ; en conséquence, elle n’est quasiment jamais mentionnée dans les textes. L’eau était puisée dans les fleuves et les canaux, parfois à l’aide de machines élévatoires, ou amenée dans les localités par un système de canalisations21. L’eau destinée à la consommation était tirée d’un puits et conservée dans des citernes ou de grands vases où elle décantait22 ; elle était servie de préférence fraîche (kasû), dans des jarres (karpatum) ou des outres (nādum).
Dans la correspondance privée assyrienne, l’eau, comme sujet du verbe « boire », apparaît principalement dans des expressions imagées ; la plus fréquente, « boire de l’eau sur le dos de quelqu’un », signifie « profiter d’une situation au détriment d’un tiers » et a peut-être pour origine l’usage partagé des canaux d’irrigation23. Rien n’est dit sur la manière dont les particuliers se procurent l’eau qu’ils boivent.
Les archives royales de Mari sont en revanche plus prolixes sur le sujet et permettent par exemple de comprendre comment la capitale était approvisionnée en eau. Des lettres font état de la recherche de sources d’eau pour l’agriculture et l’alimentation ; dans la campagne, les champs étaient arrosés à partir de puits-daluwātum24. L’administrateur d’un district de la vallée du Habur, alors qu’il s’assure que l’eau d’une source est utilisable, découvre une seconde source et s’inquiète aussitôt de savoir si elle peut être exploitée25. La ville de Mari disposait non seulement de bassins réservoirs de part et d’autre de la Grand’Porte, mais aussi d’une conduite de dérivation (amrummum) qui permettait d’amener l’eau du canal à divers réservoirs situés à la Porte du roi ; ces réservoirs (abrum) servaient à l’alimentation en eau du palais26. C’est sans doute là que venaient les puiseuses d’eau chargées de rapporter, peut-être à dos d’ânes, les grandes quantités d’eau nécessaires à la cuisine, aux bains et aux plantes du palais27. D’autres puiseuses d’eau, rattachées aux cuisines, ne sortaient pas du palais : elles s’approvisionnaient dans le réservoir (iggum) de la cour 106 ou dans la citerne de la cour 131. Le réservoir de la cour 106 était rempli par l’eau de pluie ainsi que l’indique une lettre envoyée au roi par Šibtu28 : « Le 24, une averse est tombée à Mari. Dans l’intérieur du réservoir que mon Seigneur a fait, l’eau a empli une canne » ; celle-ci décantait avant d’être consommée.
L’eau sous forme solide était également recherchée, employée pour conserver les aliments et rafraîchir les boissons. Le ramassage de la neige et la construction de glacières
28 ARMT 10 25 = LAPO 18 1133. Pour ce réservoir, cf. DURAND 1998 : 157-159.","2.1. L’eau
20 BOTTÉRO 1966a: 303-306.
21 BOTTÉRO 1963b : 381-385
22 BOTTÉRO 2002.",0.6765,OK
"Albayrak, İrfan - 1963 yili kazilarinda ele geçen yerlı halkla ılgılı bır kültepe tabletı. UHKB 5, 2005 21-32.pdf",12,"315’te “kırmızılık” anlamları verilmektedir. Metinde geçen ifadeler çerçevesinde, kesin bir anlam veremediğimiz bu nesnenin, bir tanesi için verilen miktarın 5/6 mina gümüş (50 šeqel gümüş) olarak kaydedilmesi, samtum’un değerli bir madde olduğunu göstermektedir.
St.16: A-šur-dan [DUMU I]-da-a: Kt.87/k 300’de, Aššur-dān, İdāya’nın oğlu olarak geçtiği için, kırık kısmı bu şekilde tamamlamayı uygun buluyoruz.
St.21: Tabletin sol kenarında satırın ilk işareti olarak kaydedilen heceyi, silik ve küçük yazıldığı için kesin olarak okumak zordur. Burada, bizim de öyle okuduğumuz üzere, kötü yazılmış bir ku, dolayısıyla Kula şahıs adı, veya ù, bu durumda ise olumsuzluk elamanı ù-lá söz konusu olabilir. 6. Kt.o/k 147
Müze env. 166-147-64 3,7 x 4,2 x 1,6 cm. siyah renkli
5 mina saf gümüşün, Elāli ve Uzipiškum’un kraliçe kızı rubātum’a gönderilmesini konu alan, Asurlu ve yerli şahitlerin huzurunda düzenlenmiş bir belgedir. Şahitler arasındaki bir Asurlu’nun, daha çok yerlilere has bir meslek olan “demirci” sıfatı ile kaydedilmiş olması ilginçtir. Bu, Kültepe metinlerinde çok sık karşılaştığımız bir durum olmamakla birlikte; bazı belgelerde23, “demirci” olarak adlandırılmış başka Asurlu şahıslara da rastlamaktayız. Bu durum, Asur’dan Anadolu’ya ticaret yapmak amacıyla gelen Mezopotamya kökenli insanların, sadece ticari faaliyetlerde bulunmadıklarını, o dönemlerde, daha çok yerli halktan insanların uğraştıkları mesleklerden biri olan demircilik de yaptıklarını göstermektedir.
öy. 1 5 ma-na KÙ.BABBAR øa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu ku-nu-ki ša tám-<kà>-ri-im / A-šur-i-dí
23  Kültepe metinlerinde “demirci” sıfatıyla geçen diğer Asurlu şahıslar; Aššur-malik (ATHE 14: 12; BIN VI,190: 8); Ennānum (Kt.o/k 131: 33; Kt.o/k 149: 14-15; Kt.o/k 160: 9-10) ve Puzúr-Ana (Kt.n/k 85)dır.",ESMA ÖZ- İRFAN ALBAYRAK,0.9000,OK
Scheil_1909_RT31_nouvelles.pdf,1,"L'eminent Directeur et le public savant du Recueil de Travaux relatifs à la Phi-
lologie et à l'Archéologie égyptiennes et assyriennes m'approuveront, je pense, de
reprendre la série, interrompue depuis plusieurs annees, des Notes d'épigraphie et
Qu'on me pardonne si je dis (pour user d'une de ces formules banales dont se
couvre l'estime que chacun fait de soi), si je dis que ces modestes publications furent
toujours accueillies non seulement avec indulgence, mais encore prisées assez haut par
Vingt voyages en Orient, des relations les plus diverses, voire des amitiés eche-
lonnées de Bassorah á Paris en passant par Bagdad, Alep et Constantinople, la presence
continue de mon frère à Mossoul, au cour de l'Assyrie, depuis plus de vingt-cinq ans,
m'ont permis, en effet, de posséder et de publier maints documents souvent de choix et
presque toujours de première fraicheur. Cette petite collection, qui existe en formation
depuis vingt ans et dont j'ai publie le premier echantillon en 1889 dans le IV volume
de la Zeitschrift für Assyriologie, p. 282, se trouve presentement en partie chez moi,
en partie dans la bibliothèque de M. P. Morgan, a New-York, á qui j'en ai cede
quelques pièces. Cette dernière partie contient exclusivement des documents assyro-
babyloniens et une tablette anzanite procurée par Gejou (1899) : Johns vient d'en faire
1. Pages 41 à 47, dans Cuneiform Inscriptions... Collections contained in the Library of J. P. Morgan","NOUVELLES NOTES D'ÉPIGRAPHIE ET D'ARCHÉOLOGIE ASSYRIENNES
much resemblance to these scenes from the tombs of Sheik Abt-el-Gurna and may be a
somewhat conventional representation of the same ceremony (fig. 4).
In this scene, the flames, if they are such, are not represented coming out all over
the heap of offerings as in the other instances noticed, but by a
curve of dashes or short rays somewhat removed from the heap
of offerings. This may be a conventional representation of the
smoke and flames depicted in figures 2 and 3 but it seems to me
also possible that it is no more than a conventional representation
of the flowers often laid in profusion upon the offerings of the
Egyptians.
The period from which the tombs at Sheik Abt-el-Gurna date
is the XVIIIth Dynasty. The tomb of Setau at El-Kab is of Rameses IX of the
NOUVELLES NOTES D'ÉPIGRAPHIE ET D'ARCHÉOLOGIE ASSYRIENNES
PAR",0.9000,OK
Scheil_1909_RT31_nouvelles.pdf,1,"NOUVELLES NOTES D'ÉPIGRAPHIE ET D'ARCHÉOLOGIE ASSYRIENNES
Texte cappadocien ninivite. — Le document que je publie aujourd'hui et dont je
possède l'original provient de la region de Mossoul. Il appartient, sans l'ombre de doute
possible, au type des tablettes éditées par Golénischeff dans un volume sépare (1891) et
par moi dans la Mission en Cappadoce, de Chantre (1898). Ces exemplaires prove-
naient de Cesaree, et on les baptisa cappadociens. Ne faut-il pas revenir sur ce vocable,
puisque l'Assyrie proprement dite est aussi le lieu naturel de leur gisement?. .. A vrai
dire, ces textes sont assyriens, et d'une époque ou Cappadoce, Mitanni, Assyrie, for-
maient un tout politique, vers 2ooo environ avant Jesus-Christ. C'est á ce titre, et
pour cette conclusion, que le petit monument reproduit ci-après est important. Il s'agit
d'une lettre d'affaires; quelques détails du contenu restent encore obscurs et devront
etre remis à l'étude, quand seront moins rares des pièces analogues.
P","T y t-
(Face)
1 A-na A-ur i-din ki-be-ma
um-ma A-ur na-da-ma
20 ma-na kaspi
lu a−ki−ip HI-A
lu na−ru−ki [H]−A",0.9000,OK
NABU (missing 1999 no.2) (1).pdf,1962,"L. 20') If one takes seriously the clearly visible third horizontal of what is read here as pa?!-, one
could conceivably read TÀ-r PUR1, but this would seem to make little sense in the context.
L. 21') Cf. ba-ar-a-an-ta-an-ma-kán in iv 14'; see HW2, H, 344a.
Akademie der Wissenschaften und der Literatur, Geschwister-Scholl-Str. 2, D-55131 MAINz (Allemagne)
12) ahzum - Il n'existe pas d'autre moyen, en akkadien, pour dire un mariage, que d'employer l'expression
aatam ahzum, < prendre femme ». Si le premier terme de l'expression signale la seule femme, le sens précis
Les dictionnaires s'accordent pour attribuer à ahzum le sens premier de < prendre>. Or, cette
unanimité est mise en doute par R. Westbrook (AfO Beiheft 23, 1988, pp. 10ss) pour lequel ce verbe ne peut en
aucun cas signifier < prendre physiquement possession d'un bien ou d'une personne. Il ne peut pas
En réalité, le verbe ahzum figure dans des contextes fort différents :
- il signifie < acheter > dans un document paléo-akkadien (E. Sollberger, JCS 10, 1956, pp. 13ss, n° 2;
ce texte est réédité par E. Sollberger in I. Spar, éd., Tablets, Cones, and Bricks of the Third and Second
Millennia B.C., Cuneiform Texts in the Metropolitan Museum of Art, I, New York, 1988, pp. 8-9) aux termes
duquel un certain Qurdum « a acheté », i-hu-uz, une maison pour le prix proposé par les vendeurs et évalué en
argent. C. Wilcke (Early Ancient Near Eastern Law, A History of its Beginning, The Early Dynastic and","11) A Join to the Hittite Atramhasi Myth (KUB 8.63+1718/u) - Hittite (KUB 8.63; 36.74)and Akkadian
(KBo 36.26) fragments of the Atramhasi myth from Boazköy (CTH 347) have long been known, and
A.M. Polvani, Fs. Fronzaroli (2003) 532ff., has recently treated the former. Not long ago I was able to join the
tiny fragment 1718/u, soon to appear as KBo 53.5, to the bottom of KUB 8.63 rev. iv. For one thing, the join
provides the tablet with a findspot, namely Temple I. The join brings one no further in placing the Hittite
fragments in relation to the Mesopotamian material, for which see Lambert and Millard, Atra-bass, 1969. Here
I offer a transliteration, a translation of sorts of what little the join adds, and a short commentary :
p[é-en-ni(?)
L. 19') Cf. ... a-ra-ab-za-an-da Hl-RI-TI[ / na-ak-ki-ia-ab-ta ... in KBo 43.246, 4'-5'. That butanuenzi",1.0000,OK
NABU (missing 1999 no.2) (1).pdf,1962,"verbe avec le sens de < prendre possession ». À dire vrai, ahzum ne signale rien d'autre, dans cette source, que
l'accord entre les parties sur le prix d'achat. Cet accord étant obtenu, le même texte précise que Qurdum
< livre>, i-di-in, les versements surérogatoires, iskin et NI.ZAG, qui sont eux-mêmes indispensables au
- il signifie < employer >, < embaucher > dans un autre texte paléo-akkadien et dans plusieurs sources
paléo-babyloniennes. Le texte paléo-akkadien provient des archives du même Qurädum que précédemment et
s'énonce comme suit: 7 gín kù.babbar l-lul-dingir a-na sag sag ù-la a-hu-uz, < sept sicles d'argent de la part
d'Ilul-il, pour un esclave; je n'emploie plus l'esclave> (CT 50, 72 i 1-4. On ne peut suivre la traduction
proposée par CAD A/1 p. 177a § 3b). On relève toutefois dans ce texte plusieurs singularités : la somme versée
pour prix de l'esclave est inférieure au prix habituel, à cette époque; l'emploi du verbe à la première personne
est unique dans un tel document ; enfin, en ii 4-5, on note que la valeur équivalente (saio) en argent pour un
sicle de cuivre se monte, étrangement, à un sicle d'argent. Ces indices cumulés font penser que l'on est peut-
étre en présence d'un texte scolaire. Selon les sources paléo-babyloniennes (YOS 5, 115: 6; 116: 6; PBS 8/2,","1993, 56, seems unlikely, as someone is told to 'take the butanu-'; vgl. Melchert, CLL, 78.",0.9000,OK
NABU (missing 1999 no.2) (1).pdf,883,"Qasâ
Rahatum
Rejibah (= Kuwara)
Rejibah Jinub
Rejibah Shamal
Saba'
Sapiratum
Sippar
Sippar (archives récentes de I'Ebabbar)
Súhu
Suhüm elüm
Suhúm Saplúm
Su-qá-qì-imki*
Suse
akumme*
ama-mitu-uballit
Segibbu
Tådum
Taymå'
Tehrân
Tell al-Hamidiya
Tell Farfar
Tell Barri
Tell arisi
Tell 'Ubaid (= Nutur)
Terqa (rois)
Til-Barsip
Tilla
UD.MEki (= Sippar')
Umma
Ura'u
Uruk
U-ur-ma-ta-t[im] (muraille de Nippur OB)
Yabliya
Yarihéens (clan benjaminite)
Zanipatum
Zaslum
Zibnatum
Zikum
Ziniyân",NOMS DE PERSONNES,0.9000,OK
NABU (missing 1999 no.2) (1).pdf,883,"Qasâ
Rahatum
Rejibah (= Kuwara)
Rejibah Jinub
Rejibah Shamal
Saba'
Sapiratum
Sippar
Sippar (archives récentes de I'Ebabbar)
Súhu
Suhüm elüm
Suhúm Saplúm
Su-qá-qì-imki*
Suse
akumme*
ama-mitu-uballit
Segibbu
Tådum
Taymå'
Tehrân
Tell al-Hamidiya
Tell Farfar
Tell Barri
Tell arisi
Tell 'Ubaid (= Nutur)
Terqa (rois)
Til-Barsip
Tilla
UD.MEki (= Sippar')
Umma
Ura'u
Uruk
U-ur-ma-ta-t[im] (muraille de Nippur OB)
Yabliya
Yarihéens (clan benjaminite)
Zanipatum
Zaslum
Zibnatum
Zikum
Ziniyân","A+A-na-dEN
A-dar-ri-ia
A-ga-ba-te
dAGi -a-a-ta
Ah-ú-hu-ú (= Xerxès)
Ah-zi-iá-a-u
Apil-ili",0.9000,OK
NABU (missing 1999 no.2) (1).pdf,883,"Qasâ
Rahatum
Rejibah (= Kuwara)
Rejibah Jinub
Rejibah Shamal
Saba'
Sapiratum
Sippar
Sippar (archives récentes de I'Ebabbar)
Súhu
Suhüm elüm
Suhúm Saplúm
Su-qá-qì-imki*
Suse
akumme*
ama-mitu-uballit
Segibbu
Tådum
Taymå'
Tehrân
Tell al-Hamidiya
Tell Farfar
Tell Barri
Tell arisi
Tell 'Ubaid (= Nutur)
Terqa (rois)
Til-Barsip
Tilla
UD.MEki (= Sippar')
Umma
Ura'u
Uruk
U-ur-ma-ta-t[im] (muraille de Nippur OB)
Yabliya
Yarihéens (clan benjaminite)
Zanipatum
Zaslum
Zibnatum
Zikum
Ziniyân","8
8
6
9
9
10
8
5
3
10
8
8
4
11
3
10
8
3
3
3
3
9
2
3
3
5
64, 9
1
7
8
5
8
19
86
19
47
6
6
6
6
35
3
115",0.4728,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",20,"13Su-Kubum, Ahu-(wa)qar et ses fils 14ne cessent de lui (fém.) donner
des conseils, 15en (lui disant) ceci : ""Ne sois pas négligente, 17il faut vendre
16les (affaires) de Kura, 17et sa propre famille 18doit agir ; Itar-ilu, 19qui
assure la responsabilité d'un père pour eux, doit également agir.""
20Nous, 21nous allons continuellement 20vers tes représentants, 22mais
ils ont refusé d'agir (disant) : 23""Nous ne ferons rien pour [les proches de
K]ura"". 24(Avec) [x mi]nes d'or (entreposées) dans 25ta [maison] 28ils ont
vendu 25leurs investissements dans (un contrat naruqqu établi au nom de)
26la firme de Kura 27[à] Enna-Sin, fils de Kurra. 28Ikuppya 29est allé vers
Enna-Sin 30et (lui) a dit ceci : ""Innya 31(est) ton collègue, laisse (tomber
l'affaire), 32n'achète pas, 33ne me cause pas d'ennuis"" (mais) il (a répondu)
ce qui suit : 34""Puisqu'il m'a bien traité et 35 qu'ainsi de l'argent m'est arrivé,
36(alors) je (les) achèterai, vraiment je (les) achèterai."" Et il (les) a achetés!
37LamassI 38est allée 37vers Usur-a-Aur 38et le fils d'Innya et 39elle
(a dit) ceci : ""Agissez 40afin que nous empruntions l'argent de la maison du
tamkrum et que 41nous apportions la qablitum, 42si vous (n'agissez) pas,
je suis ruinée?. 43Rendez-moi service !"" Ils ont refusé. 44Ennam-Anum m'a
informée, que 45lorsque tu es allé à Aur, (à l'un de tes passages), 48tu avais
emporté 46l'argent qui se trouvait dans la maison d'Ennam-Anum 47et tu (I')
48avais donné 47à Ikuppiya pour 48la société en commandite. 49... à ton
rassemblé nos bijoux-tudittum 2' à l'attention des bailleurs de fonds et de tes
représentants, 3'et contre l'argent (équivalent) au 4 prix de la pierre précieuse-
L. 16 : Verbatim : ""Ce (qui est) à Kura ... "", cf. J. Lewy, OrNS 15, 406,
L. 26-28 : Les fonds représentant ces investissements étaient sans doute en-
L. 42 : CAD A II, 314a, e-ri-a-ku', ""I am destitute?""
L. 3'-4' : OACC, 199, n. 32 et J. Lewy, IEJ 5, 156, n. 4. Pour husru voir le
commentaire de BIN IV, 91, 18, et pour tudittum, H. Klein, ZA 73, 255","6. RA 81, 15",0.9000,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",20,"II s'agit sans doute d'un petit fragment de lettre adressée, peut-être, à",3'Nous avons,0.3630,OK
"Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",20,"20
frère et ... ils se tiennent ..
(lacune d'environ quatre lignes)
CG. 1'Veillez à le joindre et
husru, nous (les) avons payés à l'hôtel de Ville.
""Kura's remains"".
L. 17 : Verbatim : ""les siens, sa maisonnée"".
treposés dans la maison de Kura.
sq. ""toggle pin"".
Innya par Tarm-Kbi, sa femme.
F. [a-na I-na-a qi]-bi-ma",ta maison,0.4964,OK
"Orlin, Louis L. - Assyrian Colonies in Cappadocia (ACC). SAH 1, 1970(cut).pdf",92,"Cf. J. Klima and L. Matou, ""Les tablettes 'cappadociennes'"", RAI, 2 (195I), 49.
Cf. idem, ""On Some Institutions ..."", op. cit., 35-36, w.n. 123.
Cf. idem, Les peuples de I'orient méditerraneen, 1 (Paris, 1948), 115.
Cf. G. Contenau, La Civilisation des Hittites et des Hurrites du Mitanni (Paris",THE ANATOLIAN RULERS AND THEIR PRINCIPALITIES,0.9000,OK
NABU (missing 1999 no.2).pdf,228,"dit Ayas en hittite. Cf. E. Laroche, RHA XXIV, 1976, p. 77. Pour la déesse <Ayax, les textes de Boghaz-","p. 76.
parallèles de Mari:",0.5024,OK
NABU (missing 1999 no.2).pdf,228,"Köy recourrent à da-a ou da-ia (da-i-ia), mais à Ougarit, la quadrilingue montre la confusion entre les
<Ayax. Ces traitements phonétiques divers s'expliquent parce que <Ear est chez lui en Syrie et non pas un
<dieu suméro-akkadien ..., populaire dans l'Ouest syro-anatolien*, comme le dit encore la RHA XXIV, 1976,
attesté par les textes médio-babyloniens d'Emår [n° 92 (pass.); n° 97, 23'; ... etc], à interpréter comme Zû-
Ea (en termes d'akkadien). Cf. peut-être n°346, 1': zu-dé-[... Ce timbre /e/ pour l'initiale doit refléter
l'influence d'un c- primitif disparu dans d'autres dialectes sans laisser de traces. On peut donc envisager une
identification (au moins morphologique) de «é-ar avec le dieu Haya (<ha-ia/iàr). Il faudrait dès lors adopter
dans un texte (re)publié par D. Amaud dans Aula Orientalis V, 1987, p. 238, L. 13-14: mi-Si-il é, ús-sa-du é
tu-uG-Gi. Cette désignation restée obscure A D. Amaud, doit cependant etre rapprochée du é tu-uK-Ki assez
bien documenté dans les textes de Mari (cf. ex. gratia, ARMT XXIII, pp. 145-146). Y sont rattachés des
artisans, les lú-nagar et les lú-agab. Ce que l'on peut considérer dès lors comme un atelier, ne se trouvait
cependant pas aux environs de la Grand'Porte du palais royal de Mari, comme le croit ARMT XXIlI, p. 146.
Dans ARMT XXII, 5, on comprendra la L. 14': <Protocole (des travailleurs), (promulgué) à la porte du
palaisx. Le Bit tuGGI jouxte, dans le texte d'époque émariote, un autre bätiment administratif, l'abussu (L.
10). L'abussum fait partie de la définition du périmètre du palais royal de Mari. Des maisons privées peuvent
donc ètre comprises parmi des bätiments officiels selon une définition de l'urbanisme encore en vigueur dans
le Paris du XIX° siècle, pré-Haussmannien. On sait qu'à Terqa, une maison qui jouxtait le kisallum du palais,
devait permettre manifestement d'agrandir ce dernier en lui étant annexée (ARMT II, 84).
de voir cette appellation proprement mariote se retrouver a Emår, ce qui doit confirmer son caractère syrien
(et peut-être non sémitique?). Les graphies mariote et émariote devraient inciter désormais à transcrire: é tu-
n'est pas de la langue d'Emâr: indice ténu car les textes proprement émariotes documentent un Bêl abussi (cf.
Rech. Astata VI/3, n°186, L. 2 & n°212, L. 24). Il se pourrait donc que le texte en question appartienne à
un lot d'archives dont aucun répondant ne se trouve publié dans Recherches au Pays d'Atata VI.
une suite idéogrammatique un peu complexe tend a être notée dans un ordre qui n'est pas standard. On connait
bien l'expresion $U-SIL-DUg(-a) devenue SIL-U-DUR-a. Cf. déja NABU 89/53 pour n°283, L. 25. Cf., de
plus, Rech. VI/3, n°123, L. 18. Un autre exemple est fourni par la suite idéogrammatique más-su-gid-gid. A
Mari, elle est dans le mme ordre qu'en sumérien standard (quoiqu'à lire: <má-su-su13-sui3""). A Emâr, elle
est assez rare car l'usage est de recourir surtout à l'expression plus récente lú-hal (inconnue à Mari). On
opposera l'expression régulière documentée par n°146, L. 14: d[umu] dikur-zalag2* [lire <s>igs au lieu de
zalag2?] má*-u*-gíd*-gíd* [cf. autographie, Emår VI/1, pl. 115] a lú-u-má-gíd-gíd de n°158, L. 13.
(série dite des bitum, dont la plupart sont encore inédits). Il s'agit surtout d'actes post mortem établis par le
palais, concernant la fortune mobiliaire de fonctionnaires ou de personnes très proches du palais. Leurs
énumérations sont ne varietur et montrent une hiérarchie certaine des biens. On trouve, par ailleurs, des
<inventaires de famillesx (appelés également bitum), qui ne concernent pas uniquement des déportés de
guerre, mais des travailleurs spécialisés appartenant aux Equipes palatiales. Il est donc intéressant de trouver
dans les documents d'Emår un texte, n°361 (*Bulletin de transferts*), qui représente le mélange de ces deux
genres mariotes. Si la plupart des rubriques s'y retrouvent bien, l'ordre n'est cependant pas exactement le
mme qu'a Mari. On distingue a) les gens, b les animaux, c)les biens en métal, d) ceux en textile, e)
ceux en cuir, f) ceux en aliments.A Mari, l'ordre serait:c) d) e) f) a) (quand il s'agit de domesticité] b).
La traduction de D. Amaud doit ètre changée en consequence de cette ré-interprétation du texte grâce aux
munus-u-gi avant les munus], 3 enfants de sexe féminin, 3 de sexe mäle [même système d'énumération 
Mari, avec les filles d'abord; il s'agit des enfants du chef de famille]; b) 50 caprins, 1 ane, c) 10 vases en","prononciation E/Aya du dieu Ea dans les textes hourrites. ""e-ar se trouve dans les textes hourrites de Mari
(1,31) comme <ey* dans l'ougaritique syllabique, mais Boghaz-Köy emploie couramment da-a et le dieu se",0.9000,OK
